Id,Title,ViewCount,AnswerCount,FavoriteCount
"7438059","Fatal error: Call to undefined function pg_connect()","152298","15","9"
"17648033","counting number of directories in a specific directory","152293","13","17"
"4876374","Where is svcutil.exe in Windows 7?","152290","6","18"
"1151464","How to dynamically create generic C# object using reflection?","152280","5","39"
"19109131","""int cannot be dereferenced"" in Java","152278","6","3"
"2159044","getting the X/Y coordinates of a mouse click on an image with jQuery","152274","5","30"
"1901164","Get type of a generic parameter in Java with reflection","152269","16","76"
"3531251","Using union and order by clause in mysql","152267","9","21"
"7300132","How to use npm with node.exe?","152264","10","33"
"77718","Why doesn't Java offer operator overloading?","152256","15","143"
"54686","How to get a list of current open windows/process with Java?","152254","12","31"
"15200632","how to upload file using curl with php","152249","1","23"
"6939685","get client time zone from browser","152248","8","50"
"4330610","Switch to another Git tag","152239","1","40"
"14165895","How to load a controller from another controller in codeigniter?","152228","8","11"
"37946990","CGRectMake, CGPointMake, CGSizeMake, CGRectZero, CGPointZero is unavailable in Swift","152218","10","53"
"1056426","iPhone App Development on Ubuntu","152212","9","22"
"8128578","Reading value from console, interactively","152206","14","36"
"1401317","Remove non-utf8 characters from string","152205","15","34"
"14704559","How to insert image in mysql database(table)?","152203","6","13"
"45578844","How to set header and options in axios?","152200","7","18"
"1527234","Finding a branch point with Git?","152191","21","180"
"2782454","Can I load a UIImage from a URL?","152185","11","45"
"24671621","No space left on device","152184","4","15"
"12460950","How to pass credentials to the Send-MailMessage command for sending emails","152184","6","12"
"10478233","Why fragments, and when to use fragments instead of activities?","152182","10","166"
"5964927","SyntaxError: ""can't assign to function call""","152182","4","3"
"24254064","how to get curl to output only http response body (json) and no other headers etc","152182","1","9"
"5922647","How do I combine 2 javascript variables into a string","152181","5","6"
"940582","How do I ZIP a file in C#, using no 3rd-party APIs?","152181","8","46"
"8150155","Java getHours(), getMinutes() and getSeconds()","152168","3","11"
"9863836","library not found for -lPods","152149","41","79"
"466204","Rounding up to next power of 2","152144","21","40"
"2037736","How to find the size of an int[]?","152136","11","13"
"9847054","How to get summary statistics by group","152129","9","21"
"1923876","SQL Server: convert ((int)year,(int)month,(int)day) to Datetime","152127","4","12"
"3279888","How to add parameters into a WebRequest?","152124","5","16"
"18401606","NPM doesn't install module dependencies","152119","15","22"
"12209168","What is the difference between x86 and x64","152108","8","8"
"24943991","Change grid interval and specify tick labels in Matplotlib","152104","2","36"
"6924158","Eclipse count lines of code","152098","9","40"
"31000081","How to use RecyclerView inside NestedScrollView?","152093","18","72"
"9665399","How to ignore all files in a folder with a git repository in SourceTree?","152091","9","15"
"263232","Determine if an element has a CSS class with jQuery","152084","8","15"
"18868743","How to install Selenium WebDriver on Mac OS","152082","5","21"
"9630595","Twitter Bootstrap tabs not working: when I click on them nothing happens","152069","13","20"
"484137","Is it possible to format an HTML tooltip (title attribute)?","152064","11","15"
"1078196","How to take complete backup of mysql database using mysqldump command line utility","152059","7","16"
"3300332","jQuery .find() on data from .ajax() call is returning ""[object Object]"" instead of div","152057","18","12"
"6441975","Where can I download english dictionary database in a text format?","152056","4","67"
"1040025","Difference between session affinity and sticky session?","152055","6","43"
"16170073","What is the syntax meaning of RAISERROR()","152054","4","5"
"1388361","Getting unique items from a list","152053","5","14"
"23751914","How can I set response header on express.js assets","152047","8","12"
"11365212","How do I reset a jquery-chosen select option with jQuery?","152041","20","21"
"4696283","What are ""res"" and ""req"" parameters in Express functions?","152039","3","81"
"12853595","How to add elements of a string array to a string array list?","152036","11","13"
"10886568","How do I declare and use variables in PL/SQL like I do in T-SQL?","152034","3","4"
"16140917","How to access the php.ini file in godaddy shared hosting linux","152034","13","19"
"4916193","Creating/writing into a new file in Qt","152033","6","9"
"2477850","How to use string.substr() function?","152021","7","5"
"17652373","How to change the URL from ""localhost"" to something else, on a local system using wampserver?","152021","7","27"
"6924226","Magento Product Attribute Get Value","152020","13","33"
"19619428","HTML5 form validation pattern alphanumeric with spaces?","152018","7","7"
"19617670","Why is VS 2013 very slow?","152018","31","105"
"4919680","HTML5 placeholder css padding","152008","13","31"
"18867735","How to efficiently change image attribute ""src"" from relative URL to absolute using jQuery?","152007","8","6"
"5656392","How to create <input type=“text”/> dynamically","151995","7","15"
"33001246","Uncaught SyntaxError: Block-scoped declarations (let, const, function, class) not yet supported outside strict mode","151992","1","16"
"823532","Apply function to all elements of collection through LINQ","151991","8","36"
"18414384","Hide element by class in pure Javascript","151989","4","13"
"7066121","How to set a single, main title above all the subplots with Pyplot?","151983","3","38"
"4208381","How do I set the default page of my application in IIS7?","151964","7","12"
"23236158","How to replicate background-attachment fixed on iOS","151961","2","27"
"18429620","CSS background-size: cover replacement for Mobile Safari","151956","10","31"
"261683","What is meant by ""thread-safe"" code?","151931","16","185"
"9138790","Can't use modulus on doubles?","151930","4","21"
"17429427","Laravel Eloquent: Ordering results of all()","151925","8","23"
"1574565","Oracle: How can I select records ONLY from yesterday?","151916","6","5"
"12016474","Node.js Logging","151903","8","67"
"15471264","How to check if $? is not equal to zero in unix shell scripting?","151903","9","7"
"273437","How do you debug MySQL stored procedures?","151900","15","40"
"15535540","VBA - Get Selected value of a Combobox","151900","3","0"
"14719955","Looping through dictionary object","151886","4","6"
"3018094","how to find all indexes and their columns for tables, views and synonyms in oracle","151884","2","9"
"14340729","Vendor code 17002 to connect to SQLDeveloper","151881","4","8"
"2819853","Setting Java heap space under Maven 2 on Windows","151877","8","26"
"5469301","Run a .bat file using python code","151874","9","13"
"17188966","How to replace list item in best way","151874","9","12"
"18113278","Populate a datagridview with sql query results","151867","8","8"
"19663093","Apply gitignore on an existing repository already tracking large number of files","151862","7","134"
"6358836","Log4j: How to configure simplest possible file logging?","151860","4","20"
"2296377","How to get city name from latitude and longitude coordinates in Google Maps?","151851","14","53"
"30410402","Adding class to element using Angular JS","151851","8","12"
"1862423","How to tell which commit a tag points to in Git?","151848","18","103"
"8560501","android - save image into gallery","151839","9","46"
"3360772","LINQ Contains Case Insensitive","151839","10","24"
"802437","How to execute two mysql queries as one in PHP/MYSQL?","151835","8","7"
"10422024","Inserting values into tables Oracle SQL","151833","3","1"
"3264610","findViewByID returns null","151832","28","33"
"468791","Is there a way of setting culture for a whole application? All current threads and new threads?","151820","9","31"
"6759279","How to bring view on front of everything?","151816","14","11"
"4457492","How do I use the Simple HTTP client in Android?","151812","3","28"
"19930599","Change NULL values in Datetime format to empty string","151810","9","1"
"3490622","Get latitude and longitude based on location name with Google Autocomplete API","151808","7","23"
"8195418","can't access mysql from command line mac","151805","6","21"
"3927690","Howto: Clean a mysql InnoDB storage engine?","151805","2","204"
"4703390","How to extract a floating number from a string","151804","7","35"
"1785744","How do I seed a random class to avoid getting duplicate random values","151801","8","35"
"3685790","How to switch between hide and view password","151801","21","44"
"5152564","Calling one Activity from another in Android","151801","11","16"
"26244336","The given key was not present in the dictionary. Which key?","151800","5","3"
"22408790","AngularJS - Passing data between pages","151800","4","34"
"16535620","extract date only from given timestamp in oracle sql","151800","6","2"
"17591447","How to reload current page without losing any form data?","151796","12","27"
"33507566","""Mixed content blocked"" when running an HTTP AJAX operation in an HTTPS page","151795","6","14"
"1856320","Purpose of ESI & EDI registers?","151794","5","31"
"8101701","Grep characters before and after match?","151793","5","42"
"19400173","How should I import data from CSV into a Postgres table using pgAdmin 3?","151791","3","9"
"11621053","Redirect HTTP to HTTPS on default virtual host without ServerName","151791","3","21"
"4913397","how to add value to a tuple?","151790","8","9"
"6418807","How to work with complex numbers in C?","151789","6","35"
"2236475","Finding and removing non ascii characters from an Oracle Varchar2","151788","16","9"
"1636977","Store mysql query output into a shell variable","151778","9","9"
"1290603","How to get the index of an element in an IEnumerable?","151776","12","6"
"35044594","YouTube: How to present embed video with sound muted","151770","13","10"
"8370927","How do I loop through rows with a data reader in C#?","151745","8","7"
"20389193","How do i check my gcc C++ compiler version for my Eclipse?","151741","5","2"
"28199308","How to indent HTML tags in Notepad++","151733","7","12"
"5341637","How do detect Android Tablets in general. Useragent?","151728","15","30"
"2281850","Timeout function if it takes too long to finish","151727","2","83"
"40294870","module.exports vs. export default in Node.js and ES6","151724","2","86"
"34641582","What is the difference between React Native and React?","151722","23","94"
"17388213","Find the similarity metric between two strings","151719","7","102"
"4642191","Read line by line in bash script","151718","7","22"
"2026260","Java: how to use UrlConnection to post request with authorization?","151710","8","20"
"8676011","Which characters are valid/invalid in a JSON key name?","151707","4","11"
"985921","SQL Error with Order By in Subquery","151702","15","15"
"5409428","how to override a javascript function","151702","4","17"
"442230","How to manually install an artifact in Maven 2?","151700","6","41"
"20423211","Setting cursor at the end of any text of a textbox","151697","4","10"
"12036038","Is there Unicode glyph Symbol to represent ""Search""","151696","5","29"
"5574058","How to check if an integer is in a given range?","151696","18","8"
"10357804","configure: error: C compiler cannot create executables","151690","13","31"
"323351","Does HTTP use UDP?","151681","14","23"
"12770622","java.lang.UnsupportedClassVersionError","151680","4","6"
"24895170","Multiple Image Upload PHP form with one input","151675","5","14"
"11670874","Is there an equivalent to background-size: cover and contain for image elements?","151672","14","68"
"3158649","jquery count li elements inside ul -> length?","151668","8","5"
"19855552","How to find out ""The most popular repositories"" on Github?","151663","2","213"
"4210879","Reload chart data via JSON with Highcharts","151663","8","33"
"27093612","In a Dockerfile, How to update PATH environment variable?","151663","3","30"
"11794105","Setting new value for an attribute using jQuery","151659","2","7"
"234973","What is the best way to determine a session variable is null or empty in C#?","151658","12","49"
"8760070","How to format a phone number with jQuery","151655","13","16"
"7505020","Oracle - How to create a materialized view with FAST REFRESH and JOINS","151654","4","10"
"9253244","SQL - having VS where","151653","7","75"
"17373886","How can I get a user's media from Instagram without authenticating as a user?","151652","18","103"
"9110091","base64 encoded images in email signatures","151644","3","47"
"4090301","Root user/sudo equivalent in Cygwin?","151641","17","74"
"5915325","Open Google Chrome from VBA/Excel","151636","4","10"
"13638670","Adding Counter in shell script","151633","2","12"
"18372355","How can I perform a short delay in C# without using sleep?","151633","5","7"
"13677318","How to run multiple SQL commands in a single SQL connection?","151630","6","14"
"922360","Why can't I make a vector of references?","151629","9","78"
"2735881","Adding images to an HTML document with javascript","151625","6","8"
"18096670","What does -z mean in Bash?","151616","4","32"
"8966538","Syntax behind sorted(key=lambda: ...)","151616","6","69"
"1929219","How to requery a subform from another form?","151613","6","6"
"16619667","How can I view method information in Android Studio?","151612","14","87"
"7615214","In JavaScript, why is ""0"" equal to false, but when tested by 'if' it is not false by itself?","151609","10","103"
"22261288","Why does Eclipse automatically add appcompat v7 library support whenever I create a new project?","151608","10","65"
"237159","What's the best way to check if a String represents an integer in Java?","151607","35","56"
"1775524","How to get a jqGrid cell value when editing","151607","23","9"
"9936796","Create a menu Bar in WPF?","151590","4","29"
"13989640","Regular Expression to match a dot","151587","3","8"
"19410018","How to count the number of words in a sentence, ignoring numbers, punctuation and whitespace?","151585","8","12"
"7704827","Java - Reading XML file","151584","6","16"
"6286542","How can I check if a var is a string in JavaScript?","151583","7","15"
"1083032","Why Would I Ever Need to Use C# Nested Classes","151575","8","99"
"187886","Grant Select on all Tables Owned By Specific User","151574","4","12"
"20326356","How to remove all the occurrences of a char in c++ string","151563","9","22"
"606041","How do I get the path of a process in Unix / Linux","151557","11","39"
"21679678","Laravel Eloquent Sum of relation's column","151557","3","8"
"2333994","How to avoid variable substitution in Oracle SQL Developer with 'trinidad & tobago'","151550","5","18"
"35105374","How to force a component's re-rendering in Angular 2?","151548","5","41"
"15294878","How the int.TryParse actually works","151546","6","12"
"13473953","Eclipse - Failed to load class ""org.slf4j.impl.StaticLoggerBinder""","151544","3","14"
"4918904","DataGridView - Focus a specific cell","151541","10","4"
"3404294","Merging 2 branches together in GIT","151535","2","34"
"13466133","How can I conditionally require form inputs with AngularJS?","151532","4","43"
"15313393","How to increase application heap size in Eclipse?","151523","4","4"
"327718","How to list physical disks?","151519","14","24"
"13376219",".htaccess redirect http to https","151517","10","16"
"9652949","What is the exact location of MySQL database tables in XAMPP folder?","151515","9","7"
"7101464","How to get highcharts dates in the x axis?","151506","3","65"
"16057672","Sum values from an Array in JavaScript","151503","10","11"
"27474921","Compare two columns using pandas","151501","6","32"
"8152125","How to create text file and insert data to that file on Android","151483","4","13"
"10640821","How do I enable php to work with postgresql?","151483","9","12"
"2745342","How to insert an item into a key/value pair object?","151479","7","10"
"5767222","Rails: call another controller action from a controller","151475","9","26"
"4423306","How do I find the number of arguments passed to a Bash script?","151472","5","24"
"1621714","jQuery find parent form","151466","5","28"
"20903231","How to wait until an element is present in Selenium?","151461","5","15"
"28622523","Windows CMD command for accessing usb?","151453","3","2"
"751264","What does the term ""Tuple"" Mean in Relational Databases?","151446","10","29"
"985229","search in java ArrayList","151440","8","6"
"565252","How to set a string's color","151438","9","7"
"5171502",".c vs .cc vs. .cpp vs .hpp vs .h vs .cxx","151432","6","62"
"1056316","Algorithm for Determining Tic Tac Toe Game Over","151426","21","59"
"30191521","PHP - check if variable is undefined","151423","6","13"
"1032495","insert datetime value in sql database with c#","151422","8","7"
"1372715","How can I convert an int to an NSString?","151418","4","23"
"15661076","Connect to Oracle DB using sqlplus","151414","8","3"
"1430456","How to drop SQL default constraint without knowing its name?","151411","14","52"
"1465573","Forcing to download a file using PHP","151411","10","32"
"295687","Get path to execution directory of Windows Forms application","151409","8","8"
"16179875","Command line input in Python","151409","4","7"
"14237686","Disabling Controls in Bootstrap","151405","6","3"
"547219","Firefox ""ssl_error_no_cypher_overlap"" error","151405","11","1"
"586231","How can I convert a string to upper- or lower-case with XSLT?","151403","6","17"
"221379","Hibernate: hbm2ddl.auto=update in production?","151401","15","109"
"1134894","Maven2: Best practice for Enterprise Project (EAR file)","151397","6","62"
"3563847","What is the use of hashCode in Java?","151396","9","69"
"2249852","How to apply a patch generated with git format-patch?","151394","6","44"
"1612267","Move SQL data from one table to another","151388","12","17"
"5552299","How to copy to clipboard using Access/VBA?","151387","3","15"
"333737","Evaluating string ""3*(4+2)"" yield int 18","151381","14","37"
"5104065","PHP session handling errors","151380","13","4"
"8395168","Android - get children inside a View?","151378","6","35"
"3195865","Converting byte array to string in javascript","151378","11","21"
"7764536","Pass object to javascript function","151377","2","10"
"7935858","The split() method in Java does not work on a dot (.)","151372","7","35"
"25300821","Difference between VARCHAR and TEXT in mysql","151367","1","46"
"10965336","python error: no module named pylab","151365","6","20"
"15137948","How can I do an asc and desc sort using underscore.js?","151364","5","25"
"6605765","Importing a csv into mysql via command line","151363","7","29"
"2652630","How to get all files under a specific directory in MATLAB?","151362","8","34"
"3341202","What is the fastest way to compare two sets in Java?","151362","9","15"
"1678555","Password encryption/decryption code in .NET","151358","8","16"
"30266831","Hide/Show components in react native","151349","16","28"
"3205339","Android: how to make keyboard enter button say ""Search"" and handle its click?","151334","6","81"
"21521768","Warning: session_start(): Cannot send session cookie - headers already sent by (output started at","151328","3","4"
"3869487","How do I create a dictionary with keys from a list and values defaulting to (say) zero?","151325","5","29"
"6539881","Python: Converting from ISO-8859-1/latin1 to UTF-8","151325","5","38"
"3783525","SQL Server NOLOCK and joins","151300","3","30"
"16104616","Using BufferedReader to read Text File","151297","8","10"
"14596743","How do you change the width and height of Twitter Bootstrap's tooltips?","151286","18","23"
"8231877","Facebook Access Token for Pages","151272","3","66"
"6319417","What's a simple way to get a text input popup dialog box on an iPhone","151269","12","60"
"11884960","How to get index in Handlebars each helper?","151269","5","63"
"2281353","Row names & column names in R","151263","4","10"
"14162947","Using SSIS BIDS with Visual Studio 2012 / 2013","151255","3","25"
"14077471","Conditional logic in AngularJS template","151254","3","29"
"1063347","Passing arrays as parameters in bash","151254","13","74"
"6253963","Table with table-layout: fixed; and how to make one column wider","151253","4","9"
"4247068","sed command with -i option failing on Mac, but works on Linux","151251","11","73"
"16501668","Stretch Image to Fit 100% of Div Height and Width","151249","3","3"
"1054271","How to import a Python class that is in a directory above?","151249","5","46"
"1252190","How to wait for a number of threads to complete?","151244","13","39"
"18421523","Configuring angularjs with eclipse IDE","151241","9","25"
"166298","Differences between JDK and Java SDK","151237","14","18"
"5610528","DISTINCT clause with WHERE","151233","12","9"
"605685","How to both read and write a file in C#","151224","4","17"
"5574673","What is the easiest way to get the current day of the week in Android?","151220","9","14"
"2135289","How do you create a Spring MVC project in Eclipse?","151215","4","27"
"17331290","How to check for palindrome using Python logic","151210","31","25"
"34687","Subversion ignoring ""--password"" and ""--username"" options","151208","7","8"
"1663741","Is there a good jQuery Drag-and-drop file upload plugin?","151206","8","91"
"7034342","Jquery onclick on div","151205","6","2"
"12561203","how to change php version in htaccess in server","151201","6","23"
"18982682","Could not load file or assembly System.Net.Http, Version=4.0.0.0 with ASP.NET (MVC 4) Web API OData Prerelease","151199","13","22"
"1879773","Get full query string in C# ASP.NET","151194","6","5"
"97137","How do you run a script on login in *nix?","151185","11","25"
"17317465","jQuery textbox change event doesn't fire until textbox loses focus?","151182","7","35"
"8551940","MySQL: Insert datetime into other datetime field","151179","4","9"
"3667439","setting multiple column using one update","151160","2","14"
"6242268","Repeat a task with a time delay?","151159","11","92"
"9452701","Ukkonen's suffix tree algorithm in plain English","151156","7","808"
"3555906","how to convert NSNumber to int in Objective-C","151154","4","18"
"8376525","Get value of a string after a slash in JavaScript","151146","9","16"
"16862627","JSON.stringify output to div in pretty print way","151146","10","22"
"7666589","Using getResources() in non-activity class","151137","11","25"
"706721","How do I pass a method as a parameter in Python","151136","7","23"
"16707780","Count how many rows have the same value","151133","7","14"
"14895599","Insert an element at specific index in a list and return updated list","151127","4","12"
"255312","How to get a variable name as a string in PHP?","151117","22","33"
"2060253","How to do a newline in output","151108","4","20"
"7920637","Convert a string date into datetime in Oracle","151105","3","6"
"4583285","Change jsp on button click","151100","6","3"
"16498286","Why does the PHP json_encode function convert UTF-8 strings to hexadecimal entities?","151090","9","25"
"3576605","Prevent linebreak after </div>","151085","12","15"
"4212503","How can I set the request header for curl?","151079","3","22"
"1644","What good technology podcasts are out there?","151077","97","1043"
"5222044","Column calculated from another column?","151077","7","14"
"2059134","Why SQL Server throws Arithmetic overflow error converting int to data type numeric?","151075","4","4"
"5123839","Fastest way to get the first object from a queryset in django?","151073","8","42"
"5975958","String concatenation in MySQL","151072","4","13"
"11768106","Clean out Eclipse workspace metadata","151071","5","11"
"33725779","Failed to open/create the internal network Vagrant on Windows10","151070","17","67"
"24254189","Make sure that the controller has a parameterless public constructor error","151065","8","19"
"5745960","JavaScript dictionary with names","151061","8","19"
"5529718","How to detect internet speed in JavaScript?","151061","8","128"
"17121846","Node.JS: How to send headers with form data using request module","151061","4","19"
"15136134","C# how to use enum with switch","151044","10","8"
"2788112","What is the Regular Expression For ""Not Whitespace and Not a hyphen""","151030","5","7"
"1067531","Are there any log file about Windows Services Status?","151025","4","13"
"15287865","Remove array element based on object property","151018","10","42"
"5887678","Alphanumeric, dash and underscore but no spaces regular expression check JavaScript","151013","6","13"
"2562051","ListView item background via custom selector","151010","10","87"
"4317973","How to resolve ""local edit, incoming delete upon update"" message","151010","7","80"
"2556190","Random number from a range in a Bash Script","151009","15","46"
"170578","Operation must use an updatable query. (Error 3073) Microsoft Access","151007","21","5"
"21955256","Manipulating an Access database from Java without ODBC","151007","1","62"
"13005714","How to show shadow around the linearlayout in android?","150999","13","35"
"4598229","Installing lxml module in python","150998","5","17"
"2206598","How to cast Object to boolean?","150995","2","12"
"1499889","Remove HTML Tags in Javascript with Regex","150984","10","32"
"16950560","What is define([ , function ]) in JavaScript?","150980","2","27"
"3760956","How do I write a Sql query for a specific date range and date time using SQL Server 2008?","150971","8","1"
"4664893","How to manually set an authenticated user in Spring Security / SpringMVC","150963","6","52"
"32062051","Angular2 Forms - Submit Button Disabled?","150955","8","7"
"25146474","The backend version is not supported to design database diagrams or tables","150952","3","15"
"10758897","Parsing JSON array with PHP foreach","150950","3","9"
"5093398","How to check if a user likes my Facebook Page or URL using Facebook's API","150948","5","80"
"15802179","List of all users that can connect via SSH","150944","3","5"
"437958","How can I exclude $(this) from a jQuery selector?","150942","4","39"
"9959727","__proto__ VS. prototype in JavaScript","150935","25","526"
"27465850","TypeError: Router.use() requires middleware function but got a Object","150921","6","14"
"412380","How to combine paths in Java?","150920","10","35"
"141720","How do you compare structs for equality in C?","150918","11","35"
"17204437","Fatal error: Call to undefined function mb_detect_encoding()","150910","11","4"
"573184","Java - Convert String to valid URI object","150905","11","16"
"2110809","use of entityManager.createNativeQuery(query,foo.class)","150890","5","9"
"2896727","Where to find Java JDK Source Code?","150889","11","38"
"4531649","What exactly is node.js used for?","150888","10","37"
"24812679","What is an ""index out of range"" exception, and how do I fix it?","150888","1","2"
"5549562","running php script (php function) in linux bash","150876","7","7"
"27864720","react-router - pass props to handler component","150870","21","81"
"16817566","Restore LogCat window within Android Studio","150868","18","16"
"7738794","Add JVM options in Tomcat","150864","6","7"
"11604190","""&"" meaning after variable type","150862","2","15"
"6243070","CSS text-align: center; not working","150858","5","4"
"37208801","Property 'map' does not exist on type 'Observable<Response>'","150846","20","25"
"895786","how to get the cookies from a php curl into a variable","150843","8","39"
"251391","Why is lock(this) {...} bad?","150842","16","124"
"8947749","How can I close a Twitter Bootstrap popover with a click from anywhere (else) on the page?","150831","30","50"
"16255184","How do I find the current directory of a batch file, and then use it for the path?","150819","4","9"
"5936519","How to give Jenkins more heap space when it´s started as a service under Windows?","150810","6","26"
"13975891","Change image in HTML page every few seconds","150810","6","14"
"14074129","Google Maps v2 - set both my location and zoom in","150810","11","40"
"12978254","Twitter Bootstrap Datepicker within modal window","150806","22","13"
"5434419","How to test my servlet using JUnit","150805","9","56"
"5489365","How to use store and use session variables across pages?","150799","8","12"
"6719630","How to escape a while loop in C#","150795","7","4"
"11720031","Count number of times a date occurs and make a graph out of it","150788","2","12"
"34660265","Importing lodash into angular2 + typescript application","150785","22","59"
"1178389","Browse and display files in a git repo without cloning","150779","7","16"
"3528305","How to use a DataAdapter with stored procedure and parameter","150775","7","12"
"4578335","Creating PHP class instance with a string","150772","4","38"
"19721984","How to get cell value from DataGridView in VB.Net?","150769","4","1"
"2007857","Reading a text file with SQL Server","150768","5","8"
"14827532","Waiting till the async task finish its work","150766","5","22"
"1357960","Qt jpg image display","150766","7","19"
"34562950","POST Multipart Form Data using Retrofit 2.0 including image","150764","7","57"
"4264304","How to return an array from a function?","150757","5","21"
"14908576","How to remove frame from matplotlib (pyplot.figure vs matplotlib.figure ) (frameon=False Problematic in matplotlib)","150753","5","38"
"26424902","Process with an ID #### is not running in visual studio professional 2013 update 3","150744","32","30"
"13932441","Android Google Maps v2 - set zoom level for myLocation","150740","10","9"
"1004776","Write html in C#","150739","17","14"
"8973381","Why cannot cast Integer to String in java?","150736","11","25"
"244164","How can I resize an image using Java?","150733","16","68"
"28213116","hadoop copy a local file system folder to HDFS","150730","7","15"
"7427758","How to use SortedMap interface in Java?","150720","5","13"
"10674974","Calculating the sum of two variables in a batch script","150716","7","7"
"11695618","Dealing with float precision in Javascript","150712","5","24"
"3648364","Why is System.Web.Mvc not listed in Add References?","150710","14","12"
"1846254","mysql datatype for telephone number and address","150708","10","18"
"4599153","IFRAMEs and the Safari on the iPad, how can the user scroll the content?","150707","12","52"
"16939981","Trigger validation of all fields in Angular Form submit","150707","13","11"
"27405713","Running code after Spring Boot starts","150699","13","44"
"11999560","Get combobox value in Java swing","150694","2","5"
"10385863","The R %in% operator","150692","1","29"
"377375","A beginner's guide to SQL database design","150691","7","106"
"8636617","How to get start and end of day in Javascript?","150685","7","26"
"10011780","Prevent Caching in ASP.NET MVC for specific actions using an attribute","150685","8","50"
"28537841","How to resolve Value cannot be null. Parameter name: source in linq?","150683","3","4"
"15173213","Import-CSV and Foreach","150680","3","2"
"270531","How to determine if a .NET assembly was built for x86 or x64?","150675","14","117"
"32309922","The target principal name is incorrect. Cannot generate SSPI context","150659","33","5"
"6891720","Initialize/reset struct to zero/null","150655","8","32"
"11474345","Force browser to refresh css, javascript, etc","150651","15","18"
"18488651","How to break out of a loop in Bash?","150648","2","14"
"27951561","Use Invoke-WebRequest with a username and password for basic authentication on the GitHub API","150641","5","31"
"11170215","What is the difference between SQL Server 2012 Express versions?","150636","3","32"
"2445050","How different is Objective-C from C++?","150633","7","76"
"5943166","Vertical Alignment of text in a table cell","150630","6","4"
"6473679","Transpose list of lists","150628","10","42"
"126141","How do you find out which version of GTK+ is installed on Ubuntu?","150614","10","25"
"135443","How do I use reflection to invoke a private method?","150611","11","46"
"2997578","How do I comment on the Windows command line?","150610","5","10"
"5932551","ASP.net vs PHP (What to choose)","150608","3","24"
"21034939","Set textbox to readonly and background color to grey in jquery","150595","5","3"
"128038","How can I lock a file using java (if possible)","150594","11","39"
"744676","What does the return keyword do in a void method in Java?","150591","7","24"
"1909512","What is Python used for?","150590","3","25"
"5518435","Python: fastest way to create a list of n lists","150589","5","22"
"2120255","ResultSet exception - before start of result set","150585","6","18"
"26646362","NumPy array is not JSON serializable","150583","13","48"
"1137517","How to position absolute inside a div?","150582","4","8"
"8590826","How to create a oracle sql script spool file","150572","4","1"
"4327708","git reset --hard HEAD leaves untracked files behind","150559","6","132"
"302839","WPF User Control Parent","150556","15","33"
"3090478","jQuery - hashchange event","150555","12","21"
"24766591","javac: invalid target release: 1.8","150551","15","15"
"6284809","How can I pull from remote Git repository and override the changes in my local repository?","150547","2","84"
"14004851","javaw.exe cannot find path","150547","2","8"
"15013077","Array[n] vs Array[10] - Initializing array with variable vs real number","150542","1","31"
"24339990","How to convert a multipart file to File?","150532","9","28"
"1324063","Generating random strings with T-SQL","150529","23","24"
"18544133","Parsing JSON array into java.util.List with Gson","150523","4","32"
"14187963","Passing Parameters JavaFX FXML","150519","10","122"
"14718826","AngularJS disable partial caching on dev machine","150516","13","69"
"25333711","What is the use of the @Temporal annotation in Hibernate?","150516","6","28"
"3778084","How to adjust the size of y axis labels only in R?","150512","3","6"
"11185528","What is Hive: Return Code 2 from org.apache.hadoop.hive.ql.exec.MapRedTask","150504","7","15"
"23057549","Lambda expression to convert array/List of String to array/List of Integers","150502","9","25"
"30911933","Mouseover or hover vue.js","150498","9","14"
"24081707","Count rows with not empty value","150484","12","9"
"12444808","How do I fetch lines before/after the grep result in bash?","150477","4","24"
"2596833","How to move child element from one parent to another using jQuery","150469","4","22"
"8543449","How to use the TextWatcher class in Android?","150466","8","25"
"10592187","How can I switch language in google play?","150441","1","16"
"14483589","z-index not working with position absolute","150441","4","12"
"1119583","How do I show the number keyboard on an EditText in android?","150435","13","21"
"10290610","How can I find the number of elements in an array?","150434","12","9"
"289010","C# List<> Sort by x then y","150433","6","24"
"2535112","Using CSS how to change only the 2nd column of a table","150425","5","21"
"5853073","Change the Textbox height?","150424","20","4"
"19167954","Use URI builder in Android or create URL with variables","150418","7","84"
"79381","Accessing Websites through a Different Port?","150413","14","3"
"2652095","SELECT with a Replace()","150411","8","10"
"14425568","Interface type check with Typescript","150398","10","27"
"1096862","Print directly from browser without print popup window","150396","7","11"
"2944294","How do I auto size a UIScrollView to fit its content","150393","20","69"
"9893723","Twitter-Bootstrap-2 logo image on top of navbar","150386","5","31"
"2552853","How to bind multiple values to a single WPF TextBlock?","150362","4","41"
"317336","How do you pull first 100 characters of a string in PHP","150360","6","12"
"6073221","PHP remove special character from string","150358","7","5"
"2446248","How to Remove all debug logging calls before publishing app to Google Play?","150350","21","250"
"9232308","How do I minimize the command prompt from my bat file","150345","12","9"
"41766","How do I download code using SVN/Tortoise from Google Code?","150342","9","31"
"3206531","PHP new line break in emails","150333","8","4"
"5427454","How do I pipe or redirect the output of curl -v?","150333","8","23"
"46990389","Angular 4: no component factory found,did you add it to @NgModule.entryComponents?","150330","16","15"
"33700580","Laravel 5 Application Key","150330","5","7"
"11498508","socket.emit() vs. socket.send()","150326","6","44"
